,poem,author,title,length,themes,url
2343,"Please click <a href=""/files/shape_poems_1.htm"" target=""_blank"">here</a> to view the full version of this poem.    </div>",Rg Gregory,shape-poems (1),14,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22658
2344,"Please click <a href=""/files/shape_poems_4.htm"" target=""_blank"">here</a> to view the full version of this poem.    </div>",Rg Gregory,shape-poems (4),14,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22661
2345,fancy shooting a man dead for an old label  but think if there weren't any old labels nobody would ever be shot dead  and all those poor people whose livelihood depends on making guns would have to be left to starve  make up your mind who would you sooner see living 	men with bullets in them 	or thousands of ordinary people 	going about their decent business  there's a lot to thank old labels for,Rg Gregory,ulster,74,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22104
2346,"Please click <a href=""/files/shape_poems_3.htm"" target=""_blank"">here</a> to view the full version of this poem.    </div>",Rg Gregory,shape-poems (3),14,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22660
2347,on the last day of winter i went to bed harsh winds rainstorms beating my head houses trees with a sucked-out look new year flaked from the old one's hook  then overnight such a change of heart spring come home with her confectionery cart hundreds-and-thousands strewn in the breeze houses sampling them as well as the trees   people savouring them in punts on the river earth knee-deep in them praising the giver so (blankets off) i'm out in the streets glutton for spring and her burst bag of sweets,Rg Gregory,the arrival of spring (cathe waller),89,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22110
2348,for the naming of tara this bowl of joy that her fruits of earth  shell well employ  for the naming of tara this bunch of flowers that she bloom brightly through her natural powers  for tbe naming of tara this poems desire that (in a full life) she may kindly aspire  for the naming of tara three gifts intent on marking her day with love and excitement,Rg Gregory,for the naming of tara december  4th 2005,67,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22595
2349,"Please click <a href=""/files/shape_poems_2.htm"" target=""_blank"">here</a> to view the full version of this poems.    </div>",Rg Gregory,shape poems (2),14,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22659
2350,it comes like a convict squeezing through bars and is gone before the promptest siren  it suddenly turns in the ear or rides the eye of a thought before dissolving  i have it in a faint taste or shudder an ache like a spring high in the mountains  it was once called love and now a longing for a song to be heard that doesn't bear singing,Rg Gregory,it was once called,67,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22571
2351,when one summer everything opened out and nobody close by was quick enough with needle and gut to stitch the blue sky away from all that fresh flesh how we splashed about in the red lake  daggers skimmed in and out of each other's wake like speedboats thirsting for death,Rg Gregory,speedboats,50,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22114
2352,the horses have bolted the one door's been locked the flood can't get out  the greasy bilge swills up the walls to the roof hercules is hopeless  the manger is mangy fresh myths and sayings are urgently wanted  mythmakers get busy,Rg Gregory,stable society,41,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22589
2353,i belch acre upon acre of cotton wool and there is still not enough for his beard,Rg Gregory,there is a god,17,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22133
2354,loneliness is a state the lonely cannot reach  it carries a grandeur that doesn't fit into  bed-sitters or rejected ideas - it's the label stuck  on the bottle after the tables have gone,Rg Gregory,grandeur,33,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22132
2355,you have gone away from yourself you walk in a dead way your loins have lost their sweets your breasts deny touch your face exudes cold pain  everything you were now you are not  the revolution then has nearly been successful,Rg Gregory,woman,41,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22628
2356,each sunset is unique so others tell us  fools - with flowers of envy pushing  through their teeth i think differently  a feeble skill that can't repeat itself  i'll have the sun in for a spell to make  a proper artist of him by time i finish with  this yellow fickle lout his sunset will be perfect,Rg Gregory,art school,57,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22574
2357,martins death has made me scared of the old bat that clings to the eaves waiting to enter the house,Rg Gregory,conturbat me,20,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22127
2358,	for kelly  happiness is the stuff of birthdays and the coming of sweet things when they are not expected  happiness is when the moment catches the sunlight and a giggle comes out of darkness to take a look  happiness is when the body rhymes with the heart and the whole self flows like a mountain stream  happiness is when mischief dances like stars in the fingers and adults are nowhere in sight  happiness has its own clock it comes in short ticks - then it tocks where no one can find it,Rg Gregory,happiness,92,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22634
2359,army hospital rheumatic fever bed-tied many weeks too embarrassed to ask for bedpan the rigmarole of screens and knowing attention - for my pains severe constipation and bleeding piles  am led away to be injected  crouching waist-down undressed upon a marble table  being shaved the wrong end (easy talk between doctor and nurse)  the needle takes its time feeling for entrance (gentle talk between fingers and tongue)  JAB searing lava stuck pig  bouquets in white coats  sorely to bed time evaporates the pain  and later  much relief,Rg Gregory,netley 47,87,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22587
2360,a starling sat on the roof  (i don't know how young) croaking in an old man's voice cross with the dapper world  after five minutes or so it flew away - its grouse over it was like its feathers rough and unperturbed  i don't suppose it was educated the other birds ignored it it was being raucous - yes and probably obscene  it touched me to the heart straight out of a tale scruffy bugger metamorphosed (too dirty with the truth)  it saw its grub somewhere dived before others saw it its harshness a distraction the eyes stayed sharp,Rg Gregory,starling,99,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22106
2361,the song wasn't up to the task of getting through the double-glazing into the ears pressed on the outside pane the rest of their bodies had faded away but the ears were straining still towards the music in order to know the good times being had in the room night fell the cold grew and the lights went out but the ears hung around believing in music until they froze and dropped to the ground like slugs that had missed out on the seasons it was a bad christmas for ears,Rg Gregory,bad for ears,91,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22651
2362,the man and the horse and the crocodile lay down on the couch together  the man said this isn't going to work  the horse neighed i love you  the crocodile slimy as ever  neither complained nor adored idly  it snapped its jaws and got on with the feast,Rg Gregory,a koestler on the human brain,48,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22597
2363,for what my heart held clear and didnt have the wit to show  for what my path proposed and got lost in its diversions  for what my beginnings dreamed and my ends cannot lay hold of  for what promises i made and have not had the shine to keep to  i ask your understanding  for what i have been and could not be another  i ask your love,Rg Gregory,personal request,68,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22636
2364,the children played games getting from here to where the truth was without touching a flake  needless to say the only ones who got there were liars  but while the honest ones shrank back from the touch of snow the liars were where the truth was,Rg Gregory,as the snow fell,46,['snow'],http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22622
2365,when the body of a woman dissolves within are the three feared faces  the man who dares to trace them comes to grief - but nothing personal is meant  waves and particles transvest - vulva breast and womb are sexless doors   beyond whose suck a sensual light swings life round its little finger,Rg Gregory,the moon,53,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22126
2366,the winding wye curls into my senses feliniously  there's no such word but no such river merely exists  where this river slivers between the dream and the time i camped by it  has left a furmark on my inward skin it takes only a wet thought  for hunchbacked woods and a drift of mist lifting off the silver water  to sidle onto the retina where the lazy mind's at ease (nectar's the drinks all round)  this is my river that went underground before priapus found its tongue  and every flowing girl ran her hair down between those wise green banks,Rg Gregory,the river at whitebrook,100,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22609
2367,fog owns the town  in its palm lawyers nibble each other's fingers the churches take their cut  at the fat lunch the men of business carve themselves prayers and praises  the fog comes to my window and lisping in says  	i've drained the town of you 	and you of the town 	come outside 	and let me smother you 	to the border  no person calls and only the headless watch and watch in the street,Rg Gregory,sacked,74,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22611
2368,i like the silence of reading flat on my stomach on the woollen floor my legs waving upwards like the fronds of ferns and in my mind gigantic screaming monsters or the mystery ship scuttling crablike to the shore  i am lost to the spell of words the enchantment of sea in the silent shell i hear nothing apart from that racing world alive in this room through my staring eyes and the hush of my stifled breath i miss the passing of time the gale outside and the very loud knock at the door,Rg Gregory,silence of reading,95,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22570
2369,begin at a chapter you have read before with new words and a new hand turning the pages where the print vibrates and the white paper runs in a stream of many colours  stand with a new light at your shoulder and wander slowly through familiar doors into tomorrows no shadows yet have trodden or come in an old way to a new place  and there i think you will find me entering from the other side along the same path carrying my heart in a silver rosebowl and you in the palace of my heart,Rg Gregory,symptom,96,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22565
2370,the bluefish was surprised i was there to greet it  this world it said is mine it feeds on blueness  for the first time in my life i felt i'd found my truth  bluefish i cried in joy you are my deepest mirror  the bluefish gawped in pain it saw no blue in me  i set about explaining what we are we are not.....  the bluefish looked at me  in pity - then swam away  since then it's stayed with me in every room i've been in,Rg Gregory,bluefish,87,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22627
2371,be moved by your own time but move it too the sun hasn't all the answers it can be made to listen to you  however adamant the pavement it's a book of feet though they need it to take them through town people control the street  from the irreproachable mountain wisdom drips down spray it with your own salt manacled clown,Rg Gregory,thought for the ordinary,61,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22087
2372,snow is a thousand flowers the chinese probably said hundreds and thousands this morning drop their garlands on my head last night the festoons started long before we went to bed  snow is a white-furred rabbit the chinese probably wrote hedgerows and fields this morning wear a similar fluffy coat last night the winter danced back with a white fur round its throat  snow is a treacherous fox-face the chinese probably thought it lurks in wait this morning for the weak and overwrought last night it laughed its head off loving the fear it's brought,Rg Gregory,images of snow - february 1996,95,['snow'],http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22105
2373,my jerusalem my newfoundland juicy as redcurrants with their sweet tang taste  my desire my holy requirement caught in a cleft of mountain ever clambered towards  my yearning my place of the blood-red fruit my want at the first sherd for the full-bosomed bowl  my jerusalem my sinewy prayer where dust and the dry rock are chastened by the cool red juice  my jerusalem my revolving love as the year bends and the fruit's  pangs purchase my lips,Rg Gregory,jerusalem and redcurrants,78,,http://www.famouspoetsandpoems.com/poets/rg_gregory/poems/22097
2374,"by Sharmagne Leland-St.John  There were dry red days Devoid of clouds Devoid of breeze Sound bruised My burning bones Dirt cracked my hands And caked my cheeks No buds on limbs of trees No birds on branches No hope of rain Scrawny chickens Kicked up dust Scratching for food  That wasn't there In the stifling, stillness Of the scorched night We dreamt Of cool oases Tropical isles Emerald bays Not these dry red days",Sharmagne Leland-St. John,There Were Dry Red Days,74,,http://www.famouspoetsandpoems.com/poets/sharmagne_leland-st__john/poems/22016
2375,"Her man, A wild dark love song Borne deep within her gypsy soul Hes gone to live in jagged mountains Where salmon jump and sing In tarns High above The cloud lines Beyond the silver moon In the shadow of the Cader Idris In misty mountains Where meadowlarks are known to wing And wild geese fly Across the winter sky Hes gone to live in snow capped mountains Where frozen voices echo Across the frosty fields Across the icy meadow Languidly, across the frigid lea Then back again Hes gone from her forever This wild dark love song, Her man",Sharmagne Leland-St. John,Wild Dark Love Song,100,,http://www.famouspoetsandpoems.com/poets/sharmagne_leland-st__john/poems/22018
2376,"Eyes like stars sparkle and die and cycle into new stars, new eyes.   The answer is outside our window. Astronomers look for the beginning and find there is no end.   Down to earth there are frozen lines, winter trees, stalled cars in dirty snow, sorrow over endings.   The real world is through the window, infinite, ageless. Though a clear veil keeps us distant, the soul of what  we can never prove keeps us close.",Belinda Subraman,"Approaching The Veil, Scientifically",74,,http://www.famouspoetsandpoems.com/poets/belinda_subraman/poems/21974
2377,At the edge of winter in crisp early March a dull thud of numbness delays joy and sadness that will make us weep.   In the flow of life every aspect bears its opposite. Between extremes theres the balance of peace or peace in the realization of balance.   With the warm blanket of knowledge is the freezing cold of truth. We are greeted with tears as we come into this world and tears as we go out.,Belinda Subraman,Yin Yang,76,,http://www.famouspoetsandpoems.com/poets/belinda_subraman/poems/21979
2378,past the hippies past Ravi Shankar eons before when the first Asian snake came alive stiffened with sound through some empty shell some hollow wood some emptiness   the snake  was not so much charmed as listening intently to the accidental flute to that which he knew must be female its empty insides calling him with breath music   and he joined in  for awhile finding a rang of sounds hed never heard then peace   and a new religion practiced in places where snakes are holy and music is written in his tongue,Belinda Subraman,Classical Indian Explanation:  Music,91,,http://www.famouspoetsandpoems.com/poets/belinda_subraman/poems/21976
2379,"Seems like a long time Since the waiter took my order. Grimy little luncheonette, The snow falling outside.  Seems like it has grown darker Since I last heard the kitchen door Behind my back Since I last noticed Anyone pass on the street.  A glass of ice-water Keeps me company At this table I chose myself Upon entering.  And a longing, Incredible longing To eavesdrop On the conversation Of cooks.",Charles Simic,The Partial Explanation,70,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18141
2380,"A world's disappearing. Little street, You were too narrow, Too much in the shade already.  You had only one dog, One lone child. You hid your biggest mirror, Your undressed lovers.  Someone carted them off In an open truck. They were still naked, travelling On their sofa  Over a darkening plain, Some unknown Kansas or Nebraska With a storm brewing. The woman opening a red umbrella  In the truck. The boy And the dog running after them, As if after a rooster With its head chopped off.",Charles Simic,Read Your Fate,87,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18121
2381,"The night still frightens you. You know it is interminable And of vast, unimaginable dimensions. ""That's because His insomnia is permanent,"" You've read some mystic say. Is it the point of His schoolboy's compass That pricks your heart?  Somewhere perhaps the lovers lie Under the dark cypress trees, Trembling with happiness, But here there's only your beard of many days And a night moth shivering Under your hand pressed against your chest.  Oldest child, Prometheus Of some cold, cold fire you can't even name For which you're serving slow time With that night moth's terror for company.",Charles Simic,The Oldest Child,97,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18125
2382,"Executioner happy to explain How his wristwatch works As he shadows me on the street. I call him that because he is grim and officious And wears black.  The clock on the church tower Had stopped at five to eleven. The morning newspapers had no date. The gray building on the corner Could've been a state pen,  And then he showed up with his watch, Whose Gothic numerals And the absence of hands He wanted me to understand Right then and there.",Charles Simic,The School Of Metaphysics,82,['school'],http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18127
2383,Green Buddhas On the fruit stand. We eat the smile And spit out the teeth.,Charles Simic,Watermelons,15,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18124
2384,"As an ant is powerless  Against a raised boot,  And only has an instant  To have a bright idea or two.  The black boot so polished,  He can see himself  Reflected in it, distorted,  Perhaps made larger  Into a huge monster ant  Shaking his arms and legs  Threateningly?   The boot may be hesitating,  Demurring, having misgivings,  Gathering cobwebs,  Dew?  Yes, and apparently no.",Charles Simic,The Supreme Moment,63,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18130
2385,One shows me how to lie down in a field of clover. Another how to slip my hand under her Sunday skirt. Another how to kiss with a mouth full of blackberries. Another how to catch fireflies in jar after dark.  Here is a stable with a single black mare And the proof of God's existence riding in a red nightgown. Devil's child--or whatever she was? Having the nerve to ask me to go get her a whip.,Charles Simic,Summer In The Country,78,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18120
2386,I say to the lead Why did you let yourself Be cast into a bullet? Have you forgotten the alchemists? Have you given up hope In turning into gold?  Nobody answers. Lead.  Bullet.  With names Such as these The sleep is deep and long.,Charles Simic,Poem Without A Title,44,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18140
2387,"O crows circling over my head and cawing! I admit to being, at times, Suddenly, and without the slightest warning, Exceedingly happy.  On a morning otherwise sunless, Strolling arm in arm Past some gallows-shaped trees With my dear Helen, Who is also a strange bird,  With a feeling of being summoned Urgently, but by a most gracious invitation To breakfast on slices of watermelon In the company of naked gods and goddesses On a patch of last night's snow.",Charles Simic,Heights Of Folly,79,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18129
2388,"Dismembered angel In whose heart the earth is still on fire, The moon still has not been split-off; Here is the message Your long night announces:  Everything my eye encompasses this instant: This fire, the cupped-hand, this window With trees and miles of snow beyond it, Even this thought, this poem, Will be compressed Into a lump of your sleep For some other awakening.",Charles Simic,Coal,64,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18146
2389,"1. The Poet  Someone awake when others are sleeping, Asleep when others are awake. An illiterate who signs everything with an X. A man about to be hanged cracking a joke.       2. The Poem  It is a piece of meat Carried by a burglar To distract a watchdog.",Charles Simic,How To Psalmodize,48,,http://www.famouspoetsandpoems.com/poets/charles_simic/poems/18148
2390,"I stand in the advancing light, my hands hungry, the world beautiful.  My eyes can't get enough of the trees-- they're so hopeful, so green.  A sunny road runs through the mulberries, I'm at the window of the prison infirmary.  I can't smell the medicines-- carnations must be blooming nearby.  It's this way: being captured is beside the point, the point is not to surrender.",Nazim Hikmet,It's This Way,65,,http://www.famouspoetsandpoems.com/poets/nazim_hikmet/poems/13758
2391,"I have no silver-saddled horse to ride, no inheritance to live on, neither riches no real-estate -- a pot of honey is all I own. A pot of honey               red as fire!  My honey is my everything. I guard my riches and my real-estate -- my honey pot, I mean -- from pests of every species, Brother, just wait... As long as I've got honey in my pot, bees will come to it                from Timbuktu...",Nazim Hikmet,About My Poetry,75,,http://www.famouspoetsandpoems.com/poets/nazim_hikmet/poems/13767
2392,"Today is Sunday.  For the first time they took me out into the sun today.  And for the first time in my life I was aghast  that the sky is so far away  and so blue  and so vast  I stood there without a motion.  Then I sat on the ground with respectful devotion  leaning against the white wall.  Who cares about the waves with which I yearn to roll  Or about strife or freedom or my wife right now.  The soil, the sun and me...  I feel joyful and how.",Nazim Hikmet,Today Is Sunday,91,,http://www.famouspoetsandpoems.com/poets/nazim_hikmet/poems/13757
2393,as a child he never plucked the wings off flies he didn't tie tin cans to cats' tails or lock beetles in matchboxes or stomp anthills he grew up and all those things were done to him I was at his bedside when he died he said read me a poem about the sun and the sea about nuclear reactors and satellites about the greatness of humanity,Nazim Hikmet,Optimistic Man,67,,http://www.famouspoetsandpoems.com/poets/nazim_hikmet/poems/13750
2394,With his hat on he's about five inches taller than a taxicab.,Richard Brautigan,Man,12,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3986
2395,"I sit here, an arch-villain of romance,  thinking about you. Gee, I'm sorry  I made you unhappy, but there was nothing  I could do about it because I have to be free.  Perhaps everything would have been different  if you had stayed at the table or asked me  to go out with you to look at the moon,  instead of getting up and leaving me alone with  her.",Richard Brautigan,The Moon Versus Us Ever Sleeping Together Again,68,['moon'],http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4011
2396,It's so nice to wake up in the morning   all alone and not have to tell somebody   you love them when you don't love them   any more.,Richard Brautigan,Love Poem,27,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3932
2397,"Everybody wants to go to bed  with everybody else, they're lined up for blocks, so I'll  go to bed with you. They won't  miss us.",Richard Brautigan,-2,25,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3924
2398,"With the rain falling surgically against the roof, I ate a dish of ice cream that looked like Kafka's hat. It was a dish of ice cream tasting like an operating table with the patient staring up at the ceiling.",Richard Brautigan,Kafka's Hat,40,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3976
2399,"I don't care how God-damn smart these guys are:     I'm bored.  It's been raining like hell all day long and there's nothing to do.  Written January 24, 1967 while poet-in-residence at the California Institute of  Technology.",Richard Brautigan,At the California Institute of Technology,36,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3955
2400,"This poem was found written on a paper bag by Richard Brautigan in a laundromat in San Francisco.  The author is unknown.  By accident, you put Your money in my Machine (#4) By accident, I put My money in another Machine (#6) On purpose, I put Your clothes in the  Empty machine full Of water and no Clothes  It was lonely.",Richard Brautigan,San Francisco,61,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3933
2401,"There are no postage stamps that send letters back to England three centuries ago, no postage stamps that make letters travel back until the grave hasn't been dug yet, and John Donne stands looking out the window, it is just beginning to rain this April morning, and the birds are falling into the trees like chess pieces into an unplayed game, and John Donne sees the postman coming up the street, the postman walks very carefully because his cane is made of glass.",Richard Brautigan,To England,83,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4014
2402,"Ah, you're just a copy of all the candy bars I've ever eaten.",Richard Brautigan,Xerox Candy Bar,13,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3921
2403,Forget love  I want to die  in your yellow hair,Richard Brautigan,Color As Beginning,10,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3964
2404,I walked across the park to the fever monument. It was in the center of a glass square surrounded  by red flowers and fountains. The monument  was in the shape of a sea horse and the plaque read We got hot and died.,Richard Brautigan,The Fever Monument,43,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3918
2405,"It's night and a numbered beauty lapses at the wind, chortles with the  branches of a tree,    giggles,  plays shadow dance with a dead kite, cajoles affection from falling leaves, and knows four  other things. One is the color of your hair.",Richard Brautigan,Nine Things,42,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3993
2406,A piece of green pepper fell off the wooden salad bowl: so what?,Richard Brautigan,Haiku Ambulance,13,['haiku'],http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3930
2407,The sweet juices of your mouth are like castles bathed in honey. I've never had it done so gently before. You have put a circle of castles around my penis and you swirl them like sunlight on the wings of birds.,Richard Brautigan,I've Never Had It Done So Gently Before,41,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3970
2408,ZAP! unlaid / 20 days  my sexual image isn't worth a shit.  If I were dead I couldn't attract a female fly.,Richard Brautigan,Milk For The Duck,22,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3988
2409,At 1:30 in the morning a fart  smells like a marriage between an avocado and a fish head.  I have to get out of bed to write this down without my glasses on.,Richard Brautigan,December 30,33,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3966
2410,"Hinged to forgetfulness  like a door,  she slowly closed out of  sight,  and she was the woman I loved,  but too many times she slept like  a mechanical deer in my caresses,  and I ached in the metal silence  of her dreams.",Richard Brautigan,Hinged To Forgetfulness Like A Door,42,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3968
2411,"A girl in a green mini- skirt, not very pretty, walks down the street.  A businessman stops, turns to stare at her ass that looks like a moldy refrigerator.  There are now 200,000,000 people in America.",Richard Brautigan,Mating Saliva,36,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3987
2412,"Just because people love your mind,  doesn't mean they  have to have  your body,  too.",Richard Brautigan,Just Because,15,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3973
2413,"If you will die for me,  I will die for you  and our graves will be like two lovers washing  their clothes together  in a laundromat  If you will bring the soap  I will bring the bleach.",Richard Brautigan,Romeo and Juliet,37,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3915
2414,Thinking hard about you  I got on the bus  and paid 30 cents car fare  and asked the driver for two transfers  before discovering  that I was  alone.,Richard Brautigan,"30 Cents, Two Transfers, Love",28,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3948
2415,she tries to get things out of men that she can't get because she's not 15% prettier,Richard Brautigan,15%,17,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3946
2416,Do you think of me  as often  as I think  of you?,Richard Brautigan,Please,12,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4009
2417,"Spinning like a ghost on the bottom of a top, I'm haunted by all the space that I will live without you.",Richard Brautigan,"Boo, Forever",22,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3926
2418,We stopped at perfect days and got out of the car.  The wind glanced at her hair.  It was as simple as that.  I turned to say something--,Richard Brautigan,We Stopped at Perfect Days,28,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4025
2419,"I live in the Twentieth Century  and you lie here beside me. You  were unhappy when you fell asleep.  There was nothing I could do about  it. I felt hopeless. Your face  is so beautiful that I cannot stop  to describe it, and there's nothing  I can do to make you happy while  you sleep.",Richard Brautigan,I Live In The Twentieth Century,55,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3969
2420,"I am standing in the cemetery at Byrds, Texas. What did Judy say? ""God-forsaken is beautiful, too."" A very old man who has cancer on his face and takes care of the cemetery, is raking a grave in such a manner as to almost (polish it like a piece of silver.  An old dog stands beside him. It's a hot day: 105. What am I doing out here in west Texas, standing in a cemetery? The old man wonders about that, too. My presence has become a part of his raking. I know that he is also polishing me.",Richard Brautigan,AUTOBIOGRAPHY (POLISH IT LIKE A PIECE OF SILVER),99,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3956
2421,I feel horrible. She doesn't  love me and I wander around like a sewing machine that's just finished sewing a turd to a garbage can lid.,Richard Brautigan,I Feel Horrible. She Doesn't,26,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3931
2422,"        1.     Get enough food to eat,     and eat it.             2.     Find a place to sleep where it is quiet,     and sleep there.             3.     Reduce intellectual and emotional noise     until you arrive at the silence of yourself,     and listen to it.",Richard Brautigan,Karma Repair Kit: Items 1-4,40,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3983
2423,"I like to think (and the sooner the better!) of a cybernetic meadow where mammels and computers live together in mutually programming harmony like pure water touching clear sky.   I like to think (right now, please!) of a cybernetic forest filled with pines and electronics where deer stroll peacefully past computers as if they were flowers with spinning blossoms.   I like to think (it has to be!) of a cybernetic ecology where we are free of our labors and joined back to nature, returned to our mammal brothers and sisters, and all watched over by machines of loving grace.",Richard Brautigan,All Watched Over by Machines of Loving Grace,99,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3953
2424,"Beautiful, sobbing  high-geared fucking  and then to lie silently  like deer tracks in the  freshly-fallen snow beside  the one you love.  That's all.",Richard Brautigan,Deer Tracks,23,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3927
2425,"Yup. A long lazy September look in the mirror say it's true.  I'm 31 and my nose is growing old.  It starts about 1/2 an inch below the bridge and strolls geriatrically down for another inch or so: stopping.  Fortunately, the rest of the nose is comparatively young.  I wonder if girls will want me with an old nose.  I can hear them now the heartless bitches!  ""He's cute but his nose is old.""",Richard Brautigan,My Nose Is Growing Old,74,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3991
2426,"Forsaken, fucking in the cold,  eating each other, lost  runny noses,  complaining all the time  like so many  people  that we know",Richard Brautigan,Donner Party,22,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3929
2427,I lift the toliet seat as if it were the nest of a bird and I see cat tracks all around the edge of the bowl.,Richard Brautigan,Surprise,26,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4010
2428,"For Marcia   Because you always have a clock strapped to your body, it's natural  that I should think of you as the  correct time: with your long blonde hair at 8:03, and your pulse-lightning breasts at 11:17, and your rose-meow smile at 5:30, I know I'm right.",Richard Brautigan,The Shenevertakesherwatchoff Poem,47,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4012
2429,"I go to bed in Los Angeles thinking about you.  Pissing a few moments ago I looked down at my penis affectionately.  Knowing it has been inside you twice today makes me feel beautiful.  3 A.M. January 15, 1967",Richard Brautigan,The Beautiful Poem,39,,http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3935
2430,"Oh, Marcia,  I want your long blonde beauty to be taught in high school, so kids will learn that God lives like music in the skin and sounds like a sunshine harpsicord. I want high school report cards  to look like this:  Playing with Gentle Glass Things A  Computer Magic A  Writing Letters to Those You Love A  Finding out about Fish A  Marcia's Long Blonde Beauty A+!",Richard Brautigan,"Gee, You're So Beautiful That It's Starting To Rain",68,"['rain', 'star']",http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/3967
2431,"A trout-colored wind blows through my eyes, through my fingers, and I remember how the trout used to hide from the dinosaurs when they came to drink at the river. The trout hid in subways, castles, and automobiles. They waited patiently for the dinosaurs to go away.",Richard Brautigan,"Yes, the Fish Music",47,['music'],http://www.famouspoetsandpoems.com/poets/richard_brautigan/poems/4026
