year,title,url,author,themes,poem,lengths
1940.0,Lullaby,/poetsorg/poem/lullaby-0,W. H. Auden,['Love'],"Lay your sleeping head, my love, Human on my faithless arm; Time and fevers burn away Individual beauty from Thoughtful children, and the grave Proves the child ephemeral: But in my arms till break of day Let the living creature lie, Mortal, guilty, but to me The entirely beautiful.  Soul and body have no bounds: To lovers as they lie upon Her tolerant enchanted slope In their ordinary swoon, Grave the vision Venus sends Of supernatural sympathy, Universal love and hope; While an abstract insight wakes Among the glaciers and the rocks The hermit's carnal ecstasy.  Certainty, fidelity On the stroke of midnight pass Like vibrations of a bell, And fashionable madmen raise Their pedantic boring cry: Every farthing of the cost, All the dreaded cards foretell, Shall be paid, but from this night Not a whisper, not a thought, Not a kiss nor look be lost.  Beauty, midnight, vision dies: Let the winds of dawn that blow Softly round your dreaming head Such a day of welcome show Eye and knocking heart may bless, Find the mortal world enough; Noons of dryness find you fed By the involuntary powers, Nights of insult let you pass Watched by every human love.",204
1939.0,I see the boys of summer,/poetsorg/poem/i-see-boys-summer,Dylan Thomas,['Love'],"I   I see the boys of summer in their ruin Lay the gold tithings barren, Setting no store by harvest, freeze the soils; There in their heat the winter floods Of frozen loves they fetch their girls, And drown the cargoed apples in their tides.  These boys of light are curdlers in their folly, Sour the boiling honey; The jacks of frost they finger in the hives; There in the sun the frigid threads Of doubt and dark they feed their nerves; The signal moon is zero in their voids.  I see the summer children in their mothers Split up the brawned womb's weathers, Divide the night and day with fairy thumbs; There in the deep with quartered shades Of sun and moon they paint their dams As sunlight paints the shelling of their heads.  I see that from these boys shall men of nothing Stature by seedy shifting, Or lame the air with leaping from its heats; There from their hearts the dogdayed pulse Of love and light bursts in their throats. O see the pulse of summer in the ice.   II   But seasons must be challenged or they totter Into a chiming quarter Where, punctual as death, we ring the stars; There, in his night, the black-tongued bells The sleepy man of winter pulls, Nor blows back moon-and-midnight as she blows.  We are the dark derniers let us summon Death from a summer woman, A muscling life from lovers in their cramp From the fair dead who flush the sea The bright-eyed worm on Davy's lamp And from the planted womb the man of straw.  We summer boys in this four-winded spinning, Green of the seaweeds' iron, Hold up the noisy sea and drop her birds, Pick the world's ball of wave and froth To choke the deserts with her tides, And comb the county gardens for a wreath.  In spring we cross our foreheads with the holly, Heigh ho the blood and berry, And nail the merry squires to the trees; Here love's damp muscle dries and dies Here break a kiss in no love's quarry, O see the poles of promise in the boys.   III   I see you boys of summer in your ruin. Man in his maggot's barren. And boys are full and foreign to the pouch. I am the man your father was. We are the sons of flint and pitch. O see the poles are kissing as they cross.",422
1931.0,Hearing your words and not a word among them (Sonnet XXXVI),/poetsorg/poem/hearing-your-words-and-not-word-among-them-sonnet-xxxvi,Edna St. Vincent Millay,['Love'],"Hearing your words, and not a word among them  Tuned to my liking, on a salty day  When inland woods were pushed by winds that flung them  Hissing to leeward like a ton of spray, I thought how off Matinicus the tide  Came pounding in, came running though the Gut,  While from the Rock the warning whistle cried,  And children whimpered and the doors blew shut;  There in the autumn when the men go forth, With slapping skirts the island women stand In gardens stripped and scattered, peering north,  With dahlia tubers dripping from the hand:  The wind of their endurance, driving south,  Flattened your words against your speaking mouth.",120
1922.0,Ulysses [excerpt],/poetsorg/poem/ulysses-excerpt,James Joyce,['Love'],Molly Bloom's closing soliloquy ...and Gibraltar as a girl where I was a Flower of the mountain yes when I put the rose in my hair like the Andalusian girls used or shall I wear a red yes and how he kissed me under the Moorish wall and I thought well as well him as another and then I asked him with my eyes to ask again yes and then he asked me would I yes to say yes my mountain flower and first I put my arms around him yes and drew him down to me so he could feel my breasts all perfume yes and his heart was going like mad and yes I said yes I will Yes.,121
1922.0,I think I should have loved you presently (Sonnet IX),/poetsorg/poem/i-think-i-should-have-loved-you-presently-sonnet-ix,Edna St. Vincent Millay,['Love'],"I think I should have loved you presently, And given in earnest words I flung in jest; And lifted honest eyes for you to see, And caught your hand against my cheek and breast; And all my pretty follies flung aside That won you to me, and beneath your gaze, Naked of reticence and shorn of pride, Spread like a chart my little wicked ways. I, that had been to you, had you remained, But one more waking from a recurrent dream, Cherish no less the certain stakes I gained, And walk your memory's halls, austere, supreme, A ghost in marble of a girl you knew Who would have loved you in a day or two.",116
1921.0,You! Inez!,/poetsorg/poem/you-inez,Alice Dunbar-Nelson,['Love'],"Orange gleams athwart a crimson soul Lambent flames; purple passion lurks In your dusk eyes. Red mouth; flower soft, Your soul leaps up—and flashes Star-like, white, flame-hot. Curving arms, encircling a world of love, You! Stirring the depths of passionate desire!",41
1921.0,Alms,/poetsorg/poem/alms,Edna St. Vincent Millay,['Love'],"My heart is what it was before,    A house where people come and go; But it is winter with your love,    The sashes are beset with snow.  I light the lamp and lay the cloth,    I blow the coals to blaze again; But it is winter with your love,    The frost is thick upon the pane.  I know a winter when it comes:    The leaves are listless on the boughs; I watched your love a little while,    And brought my plants into the house.  I water them and turn them south,    I snap the dead brown from the stem; But it is winter with your love,—    I only tend and water them.  There was a time I stood and watched    The small, ill-natured sparrows’ fray; I loved the beggar that I fed,    I cared for what he had to say,  I stood and watched him out of sight;    Today I reach around the door And set a bowl upon the step;    My heart is what it was before,  But it is winter with your love;    I scatter crumbs upon the sill, And close the window,—and the birds    May take or leave them, as they will.",243
1920.0,"I shall forget you presently, my dear (Sonnet IV) ",/poetsorg/poem/i-shall-forget-you-presently-my-dear-sonnet-iv,Edna St. Vincent Millay,['Love'],"I shall forget you presently, my dear, So make the most of this, your little day, Your little month, your little half a year Ere I forget, or die, or move away, And we are done forever; by and by I shall forget you, as I said, but now, If you entreat me with your loveliest lie I will protest you with my favorite vow. I would indeed that love were longer-lived, And vows were not so brittle as they are, But so it is, and nature has contrived To struggle on without a break thus far,— Whether or not we find what we are seeking Is idle, biologically speaking.",110
1917.0,Charity,/poetsorg/poem/charity,Archibald MacLeish,['Love'],"Since my Beloved chambered me    To beat within her breast, And took my soul to light a shrine    Her soul had decked and dressed, And caught my songs about her throat,—    Dissected, known, confessed, I dwell within her charity    A half-unwelcome guest.",54
1922.0,Summer Morn in New Hampshire,/poetsorg/poem/summer-morn-new-hampshire,Claude McKay,"['Love', 'Nature']","All yesterday it poured, and all night long     I could not sleep; the rain unceasing beat Upon the shingled roof like a weird song,     Upon the grass like running children’s feet. And down the mountains by the dark cloud kissed,     Like a strange shape in filmy veiling dressed, Slid slowly, silently, the wraith-like mist,     And nestled soft against the earth’s wet breast. But lo, there was a miracle at dawn!     The still air stirred at touch of the faint breeze, The sun a sheet of gold bequeathed the lawn,     The songsters twittered in the rustling trees. And all things were transfigured in the day,     But me whom radiant beauty could not move; For you, more wonderful, were far away,     And I was blind with hunger for your love.",144
1921.0,The Desolate Field,/poetsorg/poem/desolate-field,William Carlos Williams,['Love'],"Vast and gray, the sky is a simulacrum to all but him whose days are vast and gray, and— In the tall, dried grasses a goat stirs with nozzle searching the ground. —my head is in the air but who am I…? And amazed my heart leaps at the thought of love vast and gray yearning silently over me.",59
1920.0,Morning Song,/poetsorg/poem/morning-song-1,Sara Teasdale,"['Love', 'Nature']","A diamond of a morning      Waked me an hour too soon; Dawn had taken in the stars      And left the faint white moon.   O white moon, you are lonely,      It is the same with me, But we have the world to roam over,      Only the lonely are free.",57
1919.0,When You Are Old,/poetsorg/poem/when-you-are-old,W. B. Yeats,['Love'],"When you are old and grey and full of sleep, And nodding by the fire, take down this book, And slowly read, and dream of the soft look Your eyes had once, and of their shadows deep;  How many loved your moments of glad grace, And loved your beauty with love false or true, But one man loved the pilgrim soul in you, And loved the sorrows of your changing face;  And bending down beside the glowing bars, Murmur, a little sadly, how Love fled And paced upon the mountains overhead And hid his face amid a crowd of stars.",102
1917.0,The Sea of Glass,/poetsorg/poem/sea-glass,Ezra Pound,['Love'],"I looked and saw a sea                                roofed over with rainbows, In the midst of each                                two lovers met and departed; Then the sky was full of faces                                with gold glories behind them.",49
1917.0,The Dream,/poetsorg/poem/dream,Edna St. Vincent Millay,['Love'],"Love, if I weep it will not matter,   And if you laugh I shall not care; Foolish am I to think about it,   But it is good to feel you there. Love, in my sleep I dreamed of waking, —   White and awful the moonlight reached Over the floor, and somewhere, somewhere,   There was a shutter loose, —it screeched! Swung in the wind, — and no wind blowing! —   I was afraid, and turned to you, Put out my hand to you for comfort, —   And you were gone!  Cold, cold as dew, Under my hand the moonlight lay!   Love, if you laugh I shall not care, But if I weep it will not matter, —   Ah, it is good to feel you there!",132
1916.0,A Drinking Song,/poetsorg/poem/drinking-song,W. B. Yeats,['Love'],"Wine comes in at the mouth    And love comes in at the eye;    That’s all we shall know for truth    Before we grow old and die.    I lift the glass to my mouth, I look at you, and I sigh.",52
1916.0,Shirt,/poetsorg/poem/shirt-0,Carl Sandburg,['Love'],"I remember once I ran after you and tagged the fluttering       shirt of you in the wind. Once many days ago I drank a glassful of something and       the picture of you shivered and slid on top of the stuff. And again it was nobody else but you I heard in the       singing voice of a careless humming woman. One night when I sat with chums telling stories at a       bonfire flickering red embers, in a language its own       talking to a spread of white stars:                           It was you that slunk laughing                           in the clumsy staggering shadows. Broken answers of remembrance let me know you are       alive with a peering phantom face behind a doorway       somewhere in the city’s push and fury. Or under a pack of moss and leaves waiting in silence       under a twist of oaken arms ready as ever to run       away again when I tag the fluttering shirt of you.",207
1914.0,The Giver of Stars,/poetsorg/poem/giver-stars,Amy Lowell,['Love'],"Hold your soul open for my welcoming. Let the quiet of your spirit bathe me With its clear and rippled coolness, That, loose-limbed and weary, I find rest, Outstretched upon your peace, as on a bed of ivory.  Let the flickering flame of your soul play all about me, That into my limbs may come the keenness of fire, The life and joy of tongues of flame, And, going out from you, tightly strung and in tune, I may rouse the blear-eyed world, And pour into it the beauty which you have begotten.",94
1913.0,In the Evening,/poetsorg/poem/evening-1,Fenton Johnson,"['Love', 'Nature']","I In the evening, love returns,    Like a wand’rer ’cross the sea; In the evening, love returns    With a violet for me; In the evening, life’s a song,    And the fields are full of green; All the stars are golden crowns,    And the eye of God is keen.                     II In the evening, sorrow dies    With the setting of the sun; In the evening, joy begins,    When the course of mirth is done; In the evening, kisses sweet    Droop upon the passion vine; In the evening comes your voice:    “I am yours, and you are mine.”",139
1917.0,At the Piano,/poetsorg/poem/piano-0,Thomas Hardy,['Love'],"A Woman was playing,     A man looking on;     And the mould of her face,     And her neck, and her hair,     Which the rays fell upon     Of the two candles there, Sent him mentally straying     In some fancy-place     Where pain had no trace. A cowled Apparition     Came pushing between;     And her notes seemed to sigh;     And the lights to burn pale,     As a spell numbed the scene.     But the maid saw no bale, And the man no monition;     And Time laughed awry,     And the Phantom hid nigh.",86
1916.0,A Love Song,/poetsorg/poem/love-song,William Carlos Williams,"['Love', 'Nature']","What have I to say to you When we shall meet? Yet— I lie here thinking of you.  The stain of love Is upon the world. Yellow, yellow, yellow, It eats into the leaves, Smears with saffron The horned branches that lean Heavily Against a smooth purple sky.  There is no light— Only a honey-thick stain That drips from leaf to leaf And limb to limb Spoiling the colours Of the whole world.  I am alone. The weight of love Has buoyed me up Till my head Knocks against the sky.  See me! My hair is dripping with nectar— Starlings carry it On their black wings. See, at last My arms and my hands Are lying idle.  How can I tell If I shall ever love you again As I do now?",137
1915.0,Action Poem,/poetsorg/poem/action-poem,Helen Hoyt,['Love'],"A Song to Wake Your Dear in the Morning   I kiss the locks of your hair: Do you feel me there, Sleepy one?  I will put a kiss on your brow: Are you waking now? Won't you wake, sleepy one?  A kiss on your left eye; on your right— Closed tight, closed tight! Oh, you are a hard one to wake!  A kiss on your nose Where your deep breath goes, Sleepy one!  Now a kiss for each ear: Do you hear, do you hear? Wake, sleepy one!  A kiss for this cheek; a kiss for this: How many kisses you will miss! Won't you wake?    Won't you wake?  Now I come to your lips that I love: Oh, you are waking!    You wake and move! Sleepy one!  Sleepy one, My kisses are done. Oh, you are a hard one to wake!",157
1914.0,I Hear an Army,/poetsorg/poem/i-hear-army,James Joyce,['Love'],"I hear an army charging upon the land,      And the thunder of horses plunging, foam about their knees:    Arrogant, in black armour, behind them stand,      Disdaining the reins, with fluttering whips, the charioteers.        They cry unto the night their battle-name:           I moan in sleep when I hear afar their whirling laughter.    They cleave the gloom of dreams, a blinding flame,      Clanging, clanging upon the heart as upon an anvil.        They come shaking in triumph their long, green hair:      They come out of the sea and run shouting by the shore.  My heart, have you no wisdom thus to despair?      My love, my love, my love, why have you left me alone?",155
1913.0,Bei Hennef,/poetsorg/poem/bei-hennef,D. H. Lawrence,['Love'],"The little river twittering in the twilight, The wan, wondering look of the pale sky,             This is almost bliss. And everything shut up and gone to sleep, All the troubles and anxieties and pain             Gone under the twilight. Only the twilight now, and the soft “Sh!” of the river             That will last forever. And at last I know my love for you is here, I can see it all, it is whole like the twilight, It is large, so large, I could not see it before Because of the little lights and flickers and interruptions,              Troubles, anxieties, and pains.              You are the call and I am the answer,              You are the wish, and I the fulfillment,              You are the night, and I the day.                          What else—it is perfect enough,                          It is perfectly complete,                          You and I. Strange, how we suffer in spite of this!",222
1912.0,To Helen About Her Hair,/poetsorg/poem/helen-about-her-hair,Robinson Jeffers,['Love'],"Your hair is long and wonderful; It is dark, with golden Lights in the length of it. Long, lovely, liquid, glorious Is your hair, and lustrous, Scented with summertime. Beware when you are combing it, In the nights and mornings, Shaking its splendor out. I bid you comb it carefully, For my soul is caught there, Wound in the web of it.",62
1911.0,I Love You,/poetsorg/poem/i-love-you,Sara Teasdale,['Love'],"When April bends above me And finds me fast asleep, Dust need not keep the secret A live heart died to keep.  When April tells the thrushes, The meadow-larks will know, And pipe the three words lightly To all the winds that blow.  Above his roof the swallows, In notes like far-blown rain, Will tell the little sparrow Beside his window-pane.  O sparrow, little sparrow, When I am fast asleep, Then tell my love the secret That I have died to keep.",85
1909.0,Modern Love: XXIII,/poetsorg/poem/modern-love-xxiii,George Meredith,['Love'],"’Tis Christmas weather, and a country house Receives us: rooms are full: we can but get An attic-crib. Such lovers will not fret At that, it is half-said. The great carouse Knocks hard upon the midnight’s hollow door, But when I knock at hers, see the pit. Why did I come here in that dullard fit? I enter, and lie couched upon the floor. Passing, I caught the coverlet’s quick beat:— Come, Shame, burn to my soul! and Pride, and Pain— Foul demons that hace tortured me, enchain! Out in the freezing darkness the lambs bleat. The small bird stiffens in the low starlight. I know not how, but shuddering as I slept, I dreamed a banished angel to me crept: My feet were nourished on her breasts all night.",130
1909.0,Modern Love: IV,/poetsorg/poem/modern-love-iv,George Meredith,['Love'],"All other joys of life he strove to warm, And magnify, and catch them to his lip: But they had suffered shipwreck with the ship, And gazed upon him sallow from the storm. Or if Delusion came, ’t was but to show The coming minute mock the one that went. Cold as a mountain in its star-pitched tent, Stood high Philosophy, less friend than foe: Whom self-caged Passion, from its prison-bars, Is always watching with a wondering hate. Not till the fire is dying in the grate, Look we for any kinship with the stars. Oh, wisdom never comes when it is gold, And the great price we pay for it full worth: We have it only when we are half earth. Little avails that coinage to the old!",129
1909.0,Modern Love: XIX,/poetsorg/poem/modern-love-xix,George Meredith,['Love'],"No state is enviable. To the luck alone Of some few favoured men I would put claim. I bleed, but her who wounds I will not blame. Have I not felt her heart as ’t were my own Beat thro’ me? could I hurt her? heaven and hell! But I could hurt her cruelly! Can I let  My Love’s old time-piece to another set, Swear it can’t stop, and must for ever swell? Sure, that’s one way Love drifts into the mart Where goat-legged buyers throng. I see not plain: My meaning is, it must not be again. Great God! the maddest gambler throws his heart. If any state be enviable on earth, ’Tis yon born idiot’s, who, as days go by, Still rubs his hands before him, like a fly, In a queer sort of meditative mirth.",138
1911.0,An Acrostic,/poetsorg/poem/acrostic,Edgar Allan Poe,['Love'],"Elizabeth it is in vain you say ""Love not"" — thou sayest it in so sweet a way: In vain those words from thee or L.E.L. Zantippe's talents had enforced so well: Ah! if that language from thy heart arise, Breath it less gently forth — and veil thine eyes. Endymion, recollect, when Luna tried To cure his love — was cured of all beside — His follie — pride — and passion — for he died.",77
1909.0,Francesca,/poetsorg/poem/francesca,Ezra Pound,['Love'],"You came in out of the night And there were flowers in your hands, Now you will come out of a confusion of people, Out of a turmoil of speech about you. I who have seen you amid the primal things Was angry when they spoke your name In ordinary places. I would that the cool waves might flow over my mind, And that the world should dry as a dead leaf, Or as a dandelion seed-pod and be swept away, So that I might find you again, Alone.",89
1909.0,Modern Love: XV,/poetsorg/poem/modern-love-xv,George Meredith,['Love'],"I think she sleeps: it must be sleep, when low Hangs that abandoned arm toward the floor; The face turned with it. Now make fast the door. Sleep on it: it is your husband, not your foe. The Poet’s black stage-lion of wronged love, Frights not our modern dames:—well if he did! Now will I pour new light upon that lid, Full-sloping like the breasts beneath. ‘Sweet dove, Your sleep is pure. Nay, pardon: I disturb.  I do not? good!’ Her waking infant-stare Grows woman to the burden my hands bear: Her own handwriting to me when no curb Was left on Passion’s tongue. She trembles through; A woman’s tremble—the whole instrument:— I show another letter lately sent. The words are very like: the name is new.",127
1909.0,Modern Love: XXVIII,/poetsorg/poem/modern-love-xxviii,George Meredith,['Love'],"I must be flattered. The imperious Desire speaks out. Lady, I am content To play with you the game of Sentiment, And with you enter on paths perilous; But if across your beauty I throw light, To make it threefold, it must be all mine. First secret; then avowed. For I must shine Envied,—I, lessened in my proper sight! Be watchful of your beauty, Lady dear! How much hangs on that lamp you cannot tell. Most earnestly I pray you, tend it well: And men shall see me as a burning sphere; And men shall mark you eyeing me, and groan To be the God of such a grand sunflower! I feel the promptings of Satanic power, While you do homage unto me alone.",124
1909.0,Modern Love: IX,/poetsorg/poem/modern-love-ix,George Meredith,['Love'],"He felt the wild beast in him between whiles So masterfully rude, that he would grieve To see the helpless delicate thing receive His guardianship through certain dark defiles. Had he not teeth to rend, and hunger too? But still be spared her. Once: ‘Have you no fear?’ He said: ’t was dusk; she in his grasp; none near. She laughed: ‘No, surely; am I not with you?’ And uttering that soft starry ‘you,’ she leaned  Her gentle body near him, looking up; And from her eyes, as from a poison-cup, He drank until the flittering eyelids screened. Devilish malignant witch! and oh, young beam Of heaven’s circle-glory! Here thy shape To squeeze like an intoxicating grape— I might, and yet thou goest safe, supreme.",125
1909.0,Modern Love: XXXII,/poetsorg/poem/modern-love-xxxii,George Meredith,['Love'],"Full faith I have she holds that rarest gift To beauty, Common Sense. To see her lie With her fair visage an inverted sky Bloom-covered, while the underlids uplift, Would almost wreck the faith; but when her mouth (Can it kiss sweetly? sweetly!) would address The inner me that thirsts for her no less, And has so long been languishing in drouth, I feel that I am matched; that I am man! One restless corner of my heart of head, That holds a dying something never dead, Still frets, though Nature giveth all she can. It means, that woman is not, I opine, Her sex’s antidote. Who seeks the asp For serpent’s biters? ’T would calm me could I clasp Shrieking Bacchantes with their souls of wine!",127
1909.0,Modern Love: XVI,/poetsorg/poem/modern-love-xvi,George Meredith,['Love'],"In our old shipwrecked days there was an hour, When in the firelight steadily aglow, Joined in slackly, we beheld the red chasm grow Among the clicking coals. Our library-bower That eve was left to us: and hushed we sat As lovers to whom Time is whispering. From sudden-opened doors we heard them sing: The nodding elders mixed good wine with chat. Well knew we that Life’s greatest treasure lay With us, and of it was our talk. ‘Ah yes! Love dies!’ I said: I never thought it less. She yearned to me that sentence to unsay. Then when the fire domed blackening, I found Her cheek was salt against my kiss, and swift Up the sharp scale of sobs her breast did lift:— Now am I haunted by that taste! that sound!",133
1909.0,Modern Love: V,/poetsorg/poem/modern-love-v,George Meredith,['Love'],"A message from her set his brain aflame. A world of household matters filled her mind, Wherein he saw hypocrisy designed: She treated him as something that is tame, And but at other provocation bites. Familiar was her shoulder in the glass, Through that dark rain: yet it may come to pass That a changed eye finds such familiar sights More keenly tempting than new loveliness. The ‘What has been’ a moment seemed his own: The splendours, mysteries, dearer because known, Nor less divine: Love’s inmost sacredness, Called to him, ‘Come!’—In his restraining start, Eyes nurtured to be looked at, scarce could see A wave of the great waves of Destiny Convulsed at a checked impulse of the heart.",119
1909.0,Modern Love: XXI,/poetsorg/poem/modern-love-xxi,George Meredith,['Love'],"We three are on the cedar-shadowed lawn; My friend being third. He who at love once laughed Is in the weak rib by a fatal shaft Struck thro’, and tells his passion’s bashful dawn And radiant culmination, glorious crown, When ‘this’ she said: went ‘thus’: most wondrous she! Our eyes grow white, encountering: that we are three, Forgetful; then together we look down. But he demands our blessing; is convinced That words of wedded lovers must bring good. We question; if we dare! or if we should! And pat him with light laugh. We have not winced. Next, she has fallen. Fainting points the sign To happy things in wedlock. When she wakes, She looks the star that thro’ the cedar shakes: Her lost moist hand clings mortally to mine.",130
1909.0,Modern Love: XXXVIII,/poetsorg/poem/modern-love-xxxviii,George Meredith,['Love'],"Give to imagination some pure light In human form to fix it, or you shame The devils with that hideous human game:— Imagination  urging appetite! Thus fallen have earth’s greatest Gogmagogs, Who dazzle us, whom we cannot revere: Imagination is the charioteer That, in default of better, drives the hogs. So, therefore, my dear Lady, let me love! My soul is arrowy to the light in you. You know me that I never can renew The bond that woman broke: what would you have? ’T is Love or Vileness! not a choice between, Save petrifaction! What does Pity here? She killed a thing, and now it’s dead, ’t is dear. Oh, when you counsel me, think what you mean!",120
1909.0,Modern Love: XXIV,/poetsorg/poem/modern-love-xxiv,George Meredith,['Love'],"The misery is greater, as I live! To know her flesh so pure, so keen her sense, That she does penance now for no offence, Save against Love. The less can I forgive! The less can I forgive, though I adore That cruel lovely pallor which surrounds Her footsteps; and the low vibrating sounds That come on me, as from a magic shore. Low are they, but most subtle to find out The shrinking soul. Madam, ’t is understood When women play upon their womanhood; It means, a Season gone. And yet I doubt But I am duped. That nun-like look waylays My fancy! Oh!  I do but wait a sign! Pluck out the eyes of pride! thy mouth to mind! Never! though I die thirsting. Go thy ways!",130
1909.0,El Beso,/poetsorg/poem/el-beso,Angelina Weld Grimké,['Love'],"Twilight—and you Quiet—the stars;  Snare of the shine of your teeth,  Your provocative laughter,  The gloom of your hair;  Lure of you, eye and lip;  Yearning, yearning,  Languor, surrender;  Your mouth,  And madness, madness,  Tremulous, breathless, flaming,  The space of a sigh;  Then awakening—remembrance,  Pain, regret—your sobbing;  And again, quiet—the stars,  Twilight—and you.",67
1909.0,Modern Love: XXIX,/poetsorg/poem/modern-love-xxix,George Meredith,['Love'],"Am I failing? For no longer can I cast A glory round about this head of gold. Glory she wears, but springing from the mould; Not like the consecration of the Past! Is my soul beggared? Something more than earth I cry for still: I cannot be at peace In having Love upon a mortal lease. I cannot take the woman at her worth! Where is the ancient wealth wherewith I clothed Our human nakedness, and could endow With spiritual splendour a white brow That else had grinned at me the fact I loathed? A kiss is but a kiss now! and no wave Of a great flood that whirls me to the sea. But, as you will! we’ll sit contentedly, And eat our pot of honey on the grave.",130
1909.0,Modern Love: X,/poetsorg/poem/modern-love-x,George Meredith,['Love'],"But where began the change; and what’s my crime? The wretch condemned, who has not been arraigned Chafes at his sentence. Shall I, unsustained, Drag on Love’s nerveless body thro’ all time? I must have slept, since now I wake. Prepare, You lovers, to know Love a thing of moods: Not like hard life, of laws. In Love’s deep woods,  I dreamt of loyal Life:—the offence is there! Love’s jealous woods about the sun are curled; At least, the sun far brighter there did beam.— My crime is, that the puppet of a dream, I plotted to be worthy of the world. Oh, had I with my darling helped to mince That facts of life, you still had seen me go With hindward feather and with forward tow, Her much-adored delightful Fairy Prince!",133
1909.0,Modern Love: XXV,/poetsorg/poem/modern-love-xxv,George Meredith,['Love'],"You like not that French novel? Tell me why. You think it quite unnatural. Let us see. The actors are, it seems, the usual three: Husband, and wife, and love. She—but fie! In England we’ll not hear of it. Edmond, The lover, her devout chagrin doth share; Blanc-mange and absinthe are his penitent fare, Till his pale aspect makes her over-fond: So, to preclude fresh sin, he tried rosbif. Meantime, the husband is no more abused: Auguste forgives her ere the tear is used. Then hangeth all on one tremendous IF:— If she will choose between them. She does choose; And takes her husband, like a proper wife. Unnatural! My dear, these things are life: And life, some think, is worthy of the Muse.",124
1909.0,Modern Love: XVII,/poetsorg/poem/modern-love-xvii,George Meredith,['Love'],"At dinner, she is hostess, I am host. Went the feast ever cheerfuller? She keeps The Topic over intellectual deeps In buoyancy afloat. They see no ghost. With sparkling surface-eyes we ply the ball: It is in truth a most contagious game: ‘Hiding the skeleton,’ shall be its name. Such play as this, the devils might appal! But here’s the greater wonder; in that we Enamoured of an acting naught can tire, Each other, like true hypocrites, admire;  Warm-lighted looks, Love’s ephemoerioe, Shoot gaily o’er the dishes and the wine. We waken envy of our happy lot. Fast, sweet, and golden, shows the marriage-knot. Dear guests, you now have seen Love’s corpse-light shine.",113
1909.0,Modern Love: XXX,/poetsorg/poem/modern-love-xxx,George Meredith,['Love'],"What are we first? First, animals; and next Intelligences at a leap; on whom Pale lies the distant shadow of the tomb, And all that draweth on the tomb for text. Into which state comes Love, the crowning sun: Beneath whose light the shadow loses form. We are the lords of life, and life is warm. Intelligence and instinct now are one. But Nature says: ‘My children most they seem When they least know me: therefore I decree That they shall suffer.’ Swift doth young Love flee, And we stand wakened, shivering from our dream. Then if we study Nature we are wise. Thus do the few who live but with the day: The scientific animals are they.— Lady, this is my sonnet to your eyes.",126
1909.0,Modern Love: XXII,/poetsorg/poem/modern-love-xxii,George Meredith,['Love'],"What may the woman labour to confess? There is about her mouth a nervous twitch. ’Tis something to be told, or hidden:—which? I get a glimpse of hell in this mild guess. She has desires of touch, as if to feel That all the household things are things she knew. She stops before the glass. What sight in view? A face that seems the latest of reveal! For she turns from it hastily, and tossed Irresolute, steals shadow-like to where I stand; and wavering pale before me there, Her tears fall still as oak-leaves after frost. She will not speak. I will not ask. We are League-sundered by the silent gulf between. You burly lovers on the village green, Yours is a lower, and a happier star!",127
1909.0,Modern Love: XXXIX,/poetsorg/poem/modern-love-xxxix,George Meredith,['Love'],"She yields: my Lady in her noblest mood Has yielded: she, my golden-crownëd rose! The bride of every sense! more sweet than those Who breathe the violet breath of maidenhood. O visage of still music in the sky! Soft moon! I feel thy song, m y fairest friend! True harmony within can apprehend Dumb harmony without. And hard! ’t is nigh! Belief has struck the note of sound: a gleam Of living silver shows me where she shook Her long white fingers down the shadowy brook, That sings her song, half waking, half in dream. What two come here to mar this heavenly tune? A man is one: the woman bears my name. And honour. Their hands touch! Am I still tame? God, what a dancing spectre seems the moon!",130
1909.0,Modern Love: XXVI,/poetsorg/poem/modern-love-xxvi,George Meredith,['Love'],"Love ere he bleeds, an eagle in high skies, Has earth beneath his wings: from reddened eve He views the rosy dawn. In vain they weave The fatal web below while far he flies. But when the arrow strikes him, there’s a change. He moves but in the track of his spent pain, Whose red drops are the links of a harsh chain, Binding him to the ground, with narrow range. A subtle serpent then has Love become. I had the eagle in my bosom erst: Henceforward with the serpent I am cursed. I can interpret where the mouth is dumb. Speak, and I see the side-lie of a truth. Perchance my heart may pardon you this deed: But be no coward:—you that made Love bleed, You must bear all the venom of his tooth!",135
1909.0,Modern Love: VI,/poetsorg/poem/modern-love-vi,George Meredith,['Love'],"It chanced his lips did meet her forehead cool. She had no blush, but slanted down her eye. Shamed nature, then, confesses love can die: And most she punishes the tender fool Who will believe what honours her the most! Dead! is it dead? She has a pulse, and flow Of tears, the price of blood-drops, as I know, For whom the midnight sobs around Love’s ghost, Since then I heard her, and so will sob on. The love is here; it has but changed its aim. O bitter barren woman! what’s the name? The name, the name, the new name thou hast won? Behold me striking the world’s coward stroke! That will I not do, though the sting is dire. —Beneath the surface this, while by the fire They sat, she laughing at a quiet joke.",137
